Date,Actual_Price,Predicted_Price,Percentage_Error
2024-12-14,3870.29,3818.5637,1.336496213381296
2024-12-15,3959.0899999999997,3847.5237,2.817978837545363
2024-12-16,3986.24,3892.805,2.3439398621100285
2024-12-17,3893.01,3933.5703,1.041875374067875
2024-12-18,3626.8,3913.9807,7.918294719604743
2024-12-19,3417.0100000000007,3771.187,10.36511487290787
2024-12-20,3472.21,3567.8533,2.754535914716419
2024-12-21,3338.9199999999996,3453.2976,3.425586938946587
2024-12-22,3281.83,3357.262,2.298472586655161
2024-12-23,3422.53,3288.039,3.9295765851577693
2024-12-24,3493.18,3314.9612,5.101907670356948
2024-12-25,3497.0,3392.3872,2.991501085752073
2024-12-26,3335.05,3459.4248,3.7293235390024084
2024-12-27,3333.51,3431.0132,2.9249404859667374
2024-12-28,3403.9999999999995,3384.9531,0.5595439189189056
2024-12-29,3356.48,3377.4104,0.6235818592878546
2024-12-30,3361.84,3363.3342,0.04444674688934793
2024-12-31,3337.78,3355.5051,0.5310453940380971
2025-01-01,3360.38,3342.4707,0.5329545133288529
2025-01-02,3455.67,3342.1921,3.283816490814374
2025-01-03,3609.01,3384.2634,6.227374605934181
2025-01-04,3656.88,3485.319,4.691455782063538
2025-01-05,3635.9900000000002,3583.136,1.4536347369457903
2025-01-06,3687.4500000000003,3630.5054,1.544282062299157
2025-01-07,3381.31,3663.0007,8.330816530335138
2025-01-08,3327.29,3546.2153,6.579688936980246
2025-01-09,3219.2,3412.799,6.013887682207542
2025-01-10,3267.04,3282.03,0.4588260106051667
2025-01-11,3282.8300000000004,3223.9482,1.7936279920830616
2025-01-12,3267.3,3218.981,1.478867657354702
2025-01-13,3137.5099999999998,3230.1882,2.9538784712040833
2025-01-14,3225.63,3193.8423,0.985473065532938
2025-01-15,3451.52,3194.7,7.4407811291293395
2025-01-16,3308.05,3296.9607,0.33522185700413176
2025-01-17,3473.6299999999997,3332.0923,4.074634167822988
2025-01-18,3307.71,3402.3672,2.861713617578323
2025-01-19,3215.1199999999994,3384.0154,5.2531594733439375
2025-01-20,3284.0,3309.143,0.7656232157810596
2025-01-21,3327.54,3272.197,1.6631799622431276
2025-01-22,3242.6,3276.5237,1.0461876778087056
2025-01-23,3338.21,3258.269,2.3947252279290407
2025-01-24,3310.09,3280.4485,0.8954896595523126
2025-01-25,3318.77,3294.4749,0.7320527329213831
2025-01-26,3232.6099999999997,3305.0957,2.242327503936458
2025-01-27,3182.44,3275.6704,2.9295260918116273
2025-01-28,3077.72,3226.0864,4.820660286876331
2025-01-29,3113.9,3148.133,1.0993627489843898
2025-01-30,3247.39,3106.533,4.337546183723695
2025-01-31,3300.99,3144.737,4.7335175039344195
2025-02-01,3117.54,3215.681,3.148024025453564
2025-02-02,2869.68,3197.786,11.433535748650552
2025-02-03,2879.9,3064.9395,6.425204108649603
2025-02-04,2731.19,2952.3381,8.09713475685049
2025-02-05,2788.25,2830.2432,1.506075999731014
2025-02-06,2686.64,2773.8066,3.2444481071152125
2025-02-07,2622.1,2722.3225,3.822223018406052
2025-02-08,2632.46,2670.927,1.4612568454268997
2025-02-09,2627.18,2644.0647,0.642692821414032
2025-02-10,2661.1900000000005,2634.0833,1.0185949912210517
2025-02-11,2602.59,2647.021,1.7071838473885572
2025-02-12,2738.2700000000004,2641.7537,3.5247195452101296
2025-02-13,2675.87,2683.303,0.27777801296868343
2025-02-14,2725.95,2700.638,0.9285592379491487
2025-02-15,2693.04,2722.789,1.1046647097703723
2025-02-16,2661.41,2724.6165,2.374923633642511
2025-02-17,2744.05,2706.672,1.3621428494151047
2025-02-18,2671.9900000000002,2718.553,1.7426329632829747
2025-02-19,2715.5,2707.5215,0.2938138694531394
2025-02-20,2738.04,2709.6929,1.035307333210982
2025-02-21,2662.9999999999995,2722.932,2.250540171446694
2025-02-22,2763.22,2706.8984,2.0382583543836468
2025-02-23,2819.69,2725.0503,3.356386944353814
2025-02-24,2513.52,2767.9055,10.120688022300401
2025-02-25,2495.7,2689.0361,7.746769756481156
2025-02-26,2336.37,2596.0312,11.113875370767477
2025-02-27,2307.72,2473.0059,7.162301291967839
2025-02-28,2237.59,2374.6763,6.126514219819084
2025-03-01,2217.39,2294.8398,3.492838145296954
2025-03-02,2518.11,2243.7744,10.894503653037402
2025-03-03,2149.01,2327.484,8.304935143100765
2025-03-04,2171.51,2298.9192,5.867308437590652
2025-03-05,2241.59,2255.0044,0.5984321187750594
